day,barri,category,impact,description
2024-09-23,Canyelles,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Ciutat Meridiana,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Horta,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Hostafrancs,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Montbau,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Navas,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Pedralbes,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Porta,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Provençals del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sant Andreu,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sant Antoni,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sants,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sants - Badal,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Sarrià,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Torre Baró,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Vallbona,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Verdun,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Baix Guinardó,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Barri Gòtic,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Bon Pastor,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Carmel,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Clot,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Coll,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Congrés i els Indians,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Fort Pienc,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Guinardó,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Poble-sec,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Poblenou,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Putxet i el Farró,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Raval,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,el Turó de la Peira,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Barceloneta,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Bordeta,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Clota,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Font d'en Fargues,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Font de la Guatlla,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Guineueta,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Marina de Port,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Prosperitat,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Sagrada Família,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Sagrera,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Salut,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Teixonera,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Trinitat Nova,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Trinitat Vella,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Vall d'Hebron,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Verneda i la Pau,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,la Vila de Gràcia,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,les Corts,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,les Roquetes,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-23,les Tres Torres,Traditional Festival,4,La Mercè 2024 - Day 4
2024-09-24,Baró de Viver,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Can Baró,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Can Peguera,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Canyelles,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Ciutat Meridiana,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Horta,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Hostafrancs,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Montbau,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Navas,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Pedralbes,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Porta,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Provençals del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sant Andreu,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sant Antoni,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sant Genís dels Agudells,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sant Gervasi - Galvany,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sant Gervasi - la Bonanova,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sant Martí de Provençals,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sants,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sants - Badal,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Sarrià,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Torre Baró,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Vallbona,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Vallcarca i els Penitents,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Verdun,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,Vilapicina i la Torre Llobeta,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Baix Guinardó,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Barri Gòtic,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Besòs i el Maresme,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Bon Pastor,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Camp de l'Arpa del Clot,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Carmel,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Clot,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Coll,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Congrés i els Indians,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Fort Pienc,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Guinardó,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Parc i la Llacuna del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Poble-sec,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Poblenou,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Putxet i el Farró,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Raval,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,el Turó de la Peira,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Barceloneta,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Bordeta,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Clota,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Dreta de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Font d'en Fargues,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Font de la Guatlla,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Guineueta,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Marina de Port,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Marina del Prat Vermell,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Maternitat i Sant Ramon,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Nova Esquerra de l'Eixample,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Prosperitat,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Sagrada Família,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Sagrera,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Salut,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Teixonera,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Trinitat Nova,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Trinitat Vella,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Vall d'Hebron,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Verneda i la Pau,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Vila Olímpica del Poblenou,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,la Vila de Gràcia,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,les Corts,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,les Roquetes,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-24,les Tres Torres,Traditional Festival,4,La Mercè 2024 - Day 5
2024-09-25,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Getafe (Jornada 7)
2024-10-01,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs BSC Young Boys (Jornada 2)
2024-10-20,el Poble-sec,Sporting Event,4,La Liga - FC Barcelona vs Sevilla (Jornada 10)
2024-10-23,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs FC Bayern München (Jornada 3)
2024-11-03,el Poble-sec,Sporting Event,4,La Liga - FC Barcelona vs Espanyol (Jornada 12)
2024-11-26,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs Brest (Jornada 5)
2024-11-30,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs UD Las Palmas (Jornada 15)
2024-12-15,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Leganés (Jornada 17)
2024-12-21,el Poble-sec,Sporting Event,4,La Liga - FC Barcelona vs Atlético Madrid (Jornada 18)
2025-01-15,el Poble-sec,Sporting Event,3,Copa Del Rey - FC Barcelona vs Real Betis (Octavos de final)
2025-01-26,el Poble-sec,Sporting Event,4,La Liga - FC Barcelona vs Valencia CF (Jornada 21)
2025-01-29,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs Atalanta (Jornada 8)
2025-02-02,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Alavés (Jornada 22)
2025-02-04,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2025 - Day 1
2025-02-05,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2025 - Day 2
2025-02-06,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2025 - Day 3
2025-02-07,la Marina del Prat Vermell,Trade Show/Exhibition,4,ISE (Integrated Systems Europe) 2025 - Day 4
2025-02-16,Diagonal Mar i el Front Marítim del Poblenou,Sporting Event,3,Mitja Marató de Barcelona 2025
2025-02-16,"Sant Pere, Santa Caterina i la Ribera",Sporting Event,3,Mitja Marató de Barcelona 2025
2025-02-16,el Poblenou,Sporting Event,3,Mitja Marató de Barcelona 2025
2025-02-16,la Barceloneta,Sporting Event,3,Mitja Marató de Barcelona 2025
2025-02-16,la Vila Olímpica del Poblenou,Sporting Event,3,Mitja Marató de Barcelona 2025
2025-02-17,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Rayo Vallecano (Jornada 24)
2025-02-25,el Poble-sec,Sporting Event,4,"Copa Del Rey - FC Barcelona vs Atlético Madrid (Semifinal, Ida)"
2025-03-02,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Real Sociedad (Jornada 26)
2025-03-03,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2025 - Day 1
2025-03-04,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2025 - Day 2
2025-03-05,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2025 - Day 3
2025-03-06,la Marina del Prat Vermell,Trade Show/Exhibition,5,MWC Mobile World Congress 2025 - Day 4
2025-03-11,el Poble-sec,Sporting Event,4,UEFA Champions League - FC Barcelona vs Benfica (Octavos de final)
2025-03-16,Baró de Viver,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Can Baró,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Can Peguera,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Canyelles,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Ciutat Meridiana,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Diagonal Mar i el Front Marítim del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Horta,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Hostafrancs,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Montbau,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Navas,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Pedralbes,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Porta,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Provençals del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sant Andreu,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sant Antoni,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sant Genís dels Agudells,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sant Gervasi - Galvany,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sant Gervasi - la Bonanova,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sant Martí de Provençals,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,"Sant Pere, Santa Caterina i la Ribera",Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sants,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sants - Badal,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Sarrià,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Torre Baró,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Vallbona,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Vallcarca i els Penitents,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,"Vallvidrera, el Tibidabo i les Planes",Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Verdun,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,Vilapicina i la Torre Llobeta,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Baix Guinardó,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Barri Gòtic,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Besòs i el Maresme,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Bon Pastor,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Camp d'en Grassot i Gràcia Nova,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Camp de l'Arpa del Clot,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Carmel,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Clot,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Coll,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Congrés i els Indians,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Fort Pienc,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Guinardó,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Parc i la Llacuna del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Poble-sec,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Poblenou,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Putxet i el Farró,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Raval,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,el Turó de la Peira,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,l'Antiga Esquerra de l'Eixample,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Barceloneta,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Bordeta,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Clota,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Dreta de l'Eixample,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Font d'en Fargues,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Font de la Guatlla,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Guineueta,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Marina de Port,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Marina del Prat Vermell,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Maternitat i Sant Ramon,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Nova Esquerra de l'Eixample,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Prosperitat,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Sagrada Família,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Sagrera,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Salut,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Teixonera,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Trinitat Nova,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Trinitat Vella,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Vall d'Hebron,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Verneda i la Pau,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Vila Olímpica del Poblenou,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,la Vila de Gràcia,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,les Corts,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,les Roquetes,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-16,les Tres Torres,Sporting Event,3,Zurich Marató Barcelona 2025
2025-03-27,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Osasuna (Jornada 27)
2025-03-30,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Girona (Jornada 29)
2025-04-05,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Real Betis (Jornada 30)
2025-04-09,el Poble-sec,Sporting Event,5,UEFA Champions League - FC Barcelona vs Borussia Dortmund (Cuartos de final)
2025-04-19,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Celta de Vigo (Jornada 32)
2025-04-22,el Poble-sec,Sporting Event,3,La Liga - FC Barcelona vs Mallorca (Jornada 33)
2025-04-23,Baró de Viver,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Can Baró,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Can Peguera,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Canyelles,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Ciutat Meridiana,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Diagonal Mar i el Front Marítim del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Horta,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Hostafrancs,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Montbau,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Navas,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Pedralbes,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Porta,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Provençals del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sant Andreu,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sant Antoni,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sant Genís dels Agudells,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sant Gervasi - Galvany,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sant Gervasi - la Bonanova,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sant Martí de Provençals,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,"Sant Pere, Santa Caterina i la Ribera",Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sants,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sants - Badal,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Sarrià,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Torre Baró,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Vallbona,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Vallcarca i els Penitents,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,"Vallvidrera, el Tibidabo i les Planes",Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Verdun,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,Vilapicina i la Torre Llobeta,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Baix Guinardó,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Barri Gòtic,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Besòs i el Maresme,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Bon Pastor,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Camp d'en Grassot i Gràcia Nova,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Camp de l'Arpa del Clot,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Carmel,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Clot,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Coll,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Congrés i els Indians,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Fort Pienc,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Guinardó,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Parc i la Llacuna del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Poble-sec,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Poblenou,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Putxet i el Farró,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Raval,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,el Turó de la Peira,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,l'Antiga Esquerra de l'Eixample,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Barceloneta,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Bordeta,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Clota,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Dreta de l'Eixample,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Font d'en Fargues,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Font de la Guatlla,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Guineueta,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Marina de Port,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Marina del Prat Vermell,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Maternitat i Sant Ramon,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Nova Esquerra de l'Eixample,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Prosperitat,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Sagrada Família,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Sagrera,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Salut,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Teixonera,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Trinitat Nova,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Trinitat Vella,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Vall d'Hebron,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Verneda i la Pau,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Vila Olímpica del Poblenou,Traditional Festival,4,Diada de Sant Jordi 2025
2025-04-23,la Vila de Gràcia,Traditional Festival,4,Diada de Sant Jordi 2025
